15S_rRNA	5
21S_rRNA	8
HRA1	35
ICR1	5080
LSR1	1225925
NME1	20427
PWR1	9
Q0010	0
Q0017	0
Q0032	0
Q0045	5
Q0050	18
Q0055	18
Q0060	0
Q0065	2
Q0070	0
Q0075	2
Q0080	0
Q0085	0
Q0092	0
Q0105	1
Q0110	0
Q0115	0
Q0120	0
Q0130	10
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0160	3
Q0182	2
Q0250	145893
Q0255	12385
Q0275	6
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	2
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RNA170	101
RPM1	0
RPR1	48605
RUF20	151
RUF21	49
RUF22	4
RUF23	26
RUF5-1	0
RUF5-2	0
SCR1	4224593
SRG1	1954
TLC1	10219
YAL001C	4159
YAL002W	7357
YAL003W	22959
YAL004W	0
YAL005C	63365
YAL007C	5288
YAL008W	1901
YAL009W	1048
YAL010C	1921
YAL011W	930
YAL012W	16453
YAL013W	861
YAL014C	2155
YAL015C	1614
YAL016C-A	211
YAL016C-B	0
YAL016W	11676
YAL017W	15145
YAL018C	64
YAL019W	8085
YAL019W-A	53
YAL020C	1454
YAL021C	8444
YAL022C	2849
YAL023C	30311
YAL024C	5605
YAL025C	1398
YAL026C	9929
YAL026C-A	639
YAL027W	1158
YAL028W	1566
YAL029C	11876
YAL030W	3020
YAL031C	3275
YAL031W-A	48
YAL032C	1241
YAL033W	813
YAL034C	3451
YAL034C-B	31
YAL034W-A	464
YAL035W	16659
YAL036C	5071
YAL037C-A	23
YAL037C-B	18
YAL037W	372
YAL038W	578347
YAL039C	965
YAL040C	6770
YAL041W	5863
YAL042C-A	108
YAL042W	16489
YAL043C	5443
YAL044C	6771
YAL044W-A	1370
YAL045C	10
YAL046C	1152
YAL047C	1477
YAL047W-A	76
YAL048C	2637
YAL049C	5029
YAL051W	4333
YAL053W	18222
YAL054C	1968
YAL055W	206
YAL056C-A	16
YAL056W	3985
YAL058W	2934
YAL059C-A	26
YAL059W	1098
YAL060W	8409
YAL061W	804
YAL062W	907
YAL063C	236
YAL063C-A	85
YAL064C-A	13
YAL064W	10
YAL064W-B	108
YAL065C	26
YAL066W	1
YAL067C	263
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	12558
YAR002W	2933
YAR003W	2253
YAR007C	7778
YAR008W	1228
YAR009C	1426
YAR010C	0
YAR014C	4310
YAR015W	4822
YAR018C	1403
YAR019C	3983
YAR019W-A	40
YAR020C	140
YAR023C	506
YAR027W	3283
YAR028W	1037
YAR029W	458
YAR030C	86
YAR031W	232
YAR033W	176
YAR035C-A	3
YAR035W	201
YAR042W	16392
YAR047C	34
YAR050W	372
YAR053W	6
YAR060C	0
YAR061W	0
YAR062W	0
YAR064W	0
YAR066W	0
YAR068W	8
YAR069C	0
YAR070C	0
YAR071W	84
YAR073W	15
YAR075W	13
YBL001C	3211
YBL002W	8376
YBL003C	1351
YBL004W	21668
YBL005W	3903
YBL005W-A	0
YBL005W-B	7793
YBL006C	1083
YBL006W-A	14
YBL007C	18289
YBL008W	3571
YBL008W-A	10
YBL009W	3714
YBL010C	803
YBL011W	5768
YBL012C	5
YBL013W	407
YBL014C	4518
YBL015W	3644
YBL016W	913
YBL017C	21369
YBL018C	439
YBL019W	1309
YBL020W	8148
YBL021C	412
YBL022C	18154
YBL023C	5566
YBL024W	7666
YBL025W	429
YBL026W	1105
YBL027W	17500
YBL028C	1012
YBL029C-A	580
YBL029W	252
YBL030C	17358
YBL031W	909
YBL032W	4315
YBL033C	2525
YBL034C	5416
YBL035C	4893
YBL036C	3337
YBL037W	3447
YBL038W	2573
YBL039C	10007
YBL039C-A	0
YBL039W-B	511
YBL040C	4842
YBL041W	5806
YBL042C	8742
YBL043W	713
YBL044W	2
YBL045C	8766
YBL046W	1254
YBL047C	28554
YBL048W	858
YBL049W	2052
YBL050W	2781
YBL051C	4299
YBL052C	1661
YBL053W	23
YBL054W	2432
YBL055C	3175
YBL056W	6869
YBL057C	3017
YBL058W	7030
YBL059C-A	1192
YBL059W	502
YBL060W	1950
YBL061C	3953
YBL062W	17
YBL063W	2769
YBL064C	11762
YBL065W	140
YBL066C	5169
YBL067C	7758
YBL068W	2071
YBL068W-A	0
YBL069W	2832
YBL070C	7
YBL071C	31
YBL071C-B	13
YBL071W-A	1431
YBL072C	7425
YBL073W	7
