15S_rRNA	4230
21S_rRNA	7880
HRA1	141
ICR1	2290
LSR1	1218687
NME1	30951
PWR1	42
Q0010	4
Q0017	0
Q0032	2
Q0045	10604
Q0050	32572
Q0055	21345
Q0060	733
Q0065	2106
Q0070	83
Q0075	1654
Q0080	2
Q0085	611
Q0092	0
Q0105	1620
Q0110	335
Q0115	110
Q0120	123
Q0130	17199
Q0140	47
Q0142	3
Q0143	2
Q0144	0
Q0160	1075
Q0182	411
Q0250	13285
Q0255	164
Q0275	13854
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	0
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RNA170	115
RPM1	133
RPR1	59157
RUF20	346
RUF21	144
RUF22	7
RUF23	117
RUF5-1	0
RUF5-2	0
SCR1	2598108
SRG1	2616
TLC1	15919
YAL001C	5876
YAL002W	5212
YAL003W	39068
YAL004W	4
YAL005C	84982
YAL007C	6106
YAL008W	1971
YAL009W	1699
YAL010C	1711
YAL011W	1110
YAL012W	15077
YAL013W	925
YAL014C	1835
YAL015C	1855
YAL016C-A	555
YAL016C-B	1
YAL016W	8845
YAL017W	14103
YAL018C	122
YAL019W	15621
YAL019W-A	79
YAL020C	1110
YAL021C	10730
YAL022C	3770
YAL023C	22565
YAL024C	6380
YAL025C	3057
YAL026C	8056
YAL026C-A	519
YAL027W	607
YAL028W	1336
YAL029C	15777
YAL030W	2815
YAL031C	3672
YAL031W-A	11
YAL032C	2206
YAL033W	2469
YAL034C	4255
YAL034C-B	42
YAL034W-A	332
YAL035W	28702
YAL036C	9769
YAL037C-A	7
YAL037C-B	30
YAL037W	502
YAL038W	503541
YAL039C	2497
YAL040C	7639
YAL041W	8669
YAL042C-A	69
YAL042W	14106
YAL043C	7863
YAL044C	2992
YAL044W-A	2741
YAL045C	3
YAL046C	1967
YAL047C	1895
YAL047W-A	102
YAL048C	1799
YAL049C	4330
YAL051W	4997
YAL053W	25340
YAL054C	1698
YAL055W	274
YAL056C-A	27
YAL056W	4272
YAL058W	3160
YAL059C-A	52
YAL059W	3087
YAL060W	7534
YAL061W	735
YAL062W	1083
YAL063C	115
YAL063C-A	106
YAL064C-A	64
YAL064W	42
YAL064W-B	111
YAL065C	36
YAL066W	4
YAL067C	532
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	16841
YAR002W	5908
YAR003W	3690
YAR007C	9691
YAR008W	1568
YAR009C	3034
YAR010C	1
YAR014C	7899
YAR015W	5802
YAR018C	1598
YAR019C	3990
YAR019W-A	39
YAR020C	133
YAR023C	490
YAR027W	2288
YAR028W	965
YAR029W	359
YAR030C	187
YAR031W	235
YAR033W	295
YAR035C-A	14
YAR035W	383
YAR042W	15574
YAR047C	66
YAR050W	644
YAR053W	20
YAR060C	0
YAR061W	0
YAR062W	0
YAR064W	2
YAR066W	0
YAR068W	8
YAR069C	0
YAR070C	8
YAR071W	494
YAR073W	192
YAR075W	80
YBL001C	5014
YBL002W	19385
YBL003C	3162
YBL004W	48831
YBL005W	2443
YBL005W-A	0
YBL005W-B	8325
YBL006C	1705
YBL006W-A	23
YBL007C	20008
YBL008W	4374
YBL008W-A	9
YBL009W	4103
YBL010C	1101
YBL011W	8310
YBL012C	4
YBL013W	505
YBL014C	6637
YBL015W	2372
YBL016W	4511
YBL017C	23888
YBL018C	249
YBL019W	884
YBL020W	10217
YBL021C	424
YBL022C	19939
YBL023C	3911
YBL024W	13113
YBL025W	601
YBL026W	3387
YBL027W	26187
YBL028C	3138
YBL029C-A	1206
YBL029W	888
YBL030C	11765
YBL031W	813
YBL032W	7604
YBL033C	3440
YBL034C	6856
YBL035C	4244
YBL036C	4533
YBL037W	2657
YBL038W	2912
YBL039C	24328
YBL039C-A	0
YBL039W-B	317
YBL040C	4842
YBL041W	7810
YBL042C	9882
YBL043W	578
YBL044W	10
YBL045C	7548
YBL046W	1654
YBL047C	37765
YBL048W	520
YBL049W	1639
YBL050W	4501
YBL051C	5249
YBL052C	2800
YBL053W	7
YBL054W	6484
YBL055C	3745
YBL056W	8073
YBL057C	3868
YBL058W	8505
YBL059C-A	1349
YBL059W	736
YBL060W	2168
YBL061C	6787
YBL062W	8
YBL063W	2922
YBL064C	10854
YBL065W	243
YBL066C	4714
YBL067C	5809
YBL068W	2502
YBL068W-A	0
YBL069W	2176
YBL070C	13
YBL071C	43
YBL071C-B	40
YBL071W-A	3355
YBL072C	12535
YBL073W	15
YBL074C	1436
YBL075C	25357
YBL076C	51644
YBL077W	3
YBL078C	394
YBL079W	22225
YBL080C	1352
YBL081W	4546
YBL082C	2489
YBL083C	133
YBL084C	3312
YBL085W	7380
YBL086C	2270
YBL087C	17744
YBL088C	9319
YBL089W	3258
YBL090W	1428
YBL091C	6427
YBL091C-A	767
YBL092W	37534
YBL093C	5859
YBL094C	75
YBL095W	1863
YBL096C	62
YBL097W	1272
YBL098W	2079
YBL099W	22546
YBL100C	7
YBL100W-A	0
YBL100W-B	1465
YBL100W-C	54
YBL101C	9756
YBL102W	3784
YBL103C	2195
YBL104C	3237
YBL105C	7687
YBL106C	1145
YBL107C	1198
YBL107W-A	1
YBL108C-A	0
YBL108W	1
YBL109W	45
YBL111C	0
YBL112C	0
YBL113C	562
YBL113W-A	0
YBR001C	5097
YBR002C	1902
YBR003W	4094
YBR004C	3339
YBR005W	1401
YBR006W	5117
YBR007C	3916
YBR008C	2220
YBR009C	6554
YBR010W	6420
YBR011C	65931
YBR012C	2775
YBR012W-A	0
YBR012W-B	3695
YBR013C	583
YBR014C	1452
YBR015C	15777
YBR016W	2727
YBR017C	16300
YBR018C	354
YBR019C	589
YBR020W	578
YBR021W	3674
YBR022W	418
YBR023C	22127
YBR024W	1560
YBR025C	26935
YBR026C	3452
YBR027C	74
YBR028C	2845
YBR029C	10189
YBR030W	3376
YBR031W	37008
YBR032W	14
YBR033W	1261
YBR034C	10503
YBR035C	4007
YBR036C	8719
YBR037C	1347
YBR038W	3689
YBR039W	6190
YBR040W	527
YBR041W	6717
YBR042C	2401
YBR043C	3561
YBR044C	2018
YBR045C	1981
YBR046C	2808
YBR047W	861
YBR048W	19928
YBR049C	5270
YBR050C	463
YBR051W	30
YBR052C	3329
YBR053C	4646
YBR054W	17664
YBR055C	5272
YBR056C-B	27
YBR056W	5510
YBR056W-A	301
YBR057C	1686
YBR058C	5525
YBR058C-A	1495
YBR059C	9540
YBR060C	3752
YBR061C	3191
YBR062C	496
YBR063C	3454
YBR064W	3
YBR065C	3436
YBR066C	1772
YBR067C	18263
YBR068C	17242
YBR069C	25251
YBR070C	2414
YBR071W	6913
YBR072C-A	37
YBR072W	42042
YBR073W	21889
YBR074W	7135
YBR076C-A	1284
YBR076W	641
YBR077C	2188
YBR078W	65212
YBR079C	27734
YBR080C	7746
YBR081C	6372
YBR082C	16708
YBR083W	5170
YBR084C-A	27007
YBR084W	20414
YBR085C-A	8435
YBR085W	1289
YBR086C	21465
YBR087W	3124
YBR088C	10978
YBR089C-A	2318
YBR089W	16
YBR090C	221
YBR091C	594
YBR092C	23136
YBR093C	10703
YBR094W	4105
YBR095C	2340
YBR096W	9266
YBR097W	3916
YBR098W	1735
YBR099C	110
YBR101C	2781
YBR102C	3248
YBR103C-A	17
YBR103W	2188
YBR104W	2314
YBR105C	13681
YBR106W	18842
YBR107C	955
YBR108W	3937
YBR109C	7714
YBR109W-A	373
YBR110W	5319
YBR111C	6351
YBR111W-A	751
YBR112C	8834
YBR113W	25
YBR114W	5703
YBR115C	7254
YBR116C	62
YBR117C	1124
YBR118W	39715
YBR119W	869
YBR120C	772
YBR121C	26040
YBR121C-A	0
YBR122C	3904
YBR123C	1632
YBR124W	54
YBR125C	3177
YBR126C	19087
YBR126W-A	249
YBR126W-B	2379
YBR127C	46901
YBR128C	480
YBR129C	1331
YBR130C	2546
YBR131C-A	0
YBR131W	2509
YBR132C	3195
YBR133C	4678
YBR134W	26
YBR135W	3822
YBR136W	9765
YBR137W	1343
YBR138C	970
YBR139W	11460
YBR140C	34270
YBR141C	1574
YBR141W-A	14
YBR142W	10275
YBR143C	18263
YBR144C	15
YBR145W	950
YBR146W	4278
YBR147W	378
YBR148W	1581
YBR149W	7567
YBR150C	2898
YBR151W	5017
YBR152W	699
YBR153W	1227
YBR154C	6731
YBR155W	3366
YBR156C	1963
YBR157C	3867
YBR158W	21964
YBR159W	3941
YBR160W	4969
YBR161W	2240
YBR162C	20156
YBR162W-A	2445
